id,airline,flight_number,departure_airport,arrival_airport,departure_time,arrival_time,departure_gate,arrival_gate
32640,WN,1956,SFO,SNA,2024-06-20 18:03:00,2024-06-20 19:24:00,A49,E12
32641,DL,952,SFO,MSP,2024-06-20 17:57:00,2024-06-20 23:17:00,D46,B24
32642,US,719,PHL,SFO,2024-06-20 18:00:00,2024-06-20 21:24:00,A32,A24
32643,OO,5426,SFO,ONT,2024-06-20 18:30:00,2024-06-20 19:45:00,E3,D13
32644,UA,1534,BOS,SFO,2024-06-20 18:07:00,2024-06-20 21:45:00,D3,A3
32645,UA,277,PHL,SFO,2024-06-20 18:32:00,2024-06-20 21:53:00,E4,E28
32646,AS,304,SEA,SFO,2024-06-20 19:09:00,2024-06-20 21:21:00,D38,B33
32647,UA,1753,ORD,SFO,2024-06-20 18:40:00,2024-06-20 21:47:00,B28,E9
32648,B6,188,SFO,LAS,2024-06-20 18:39:00,2024-06-20 20:11:00,D44,C33
32649,VX,211,ORD,SFO,2024-06-20 19:16:00,2024-06-20 23:00:00,C9,D24
32650,OO,6252,EUG,SFO,2024-06-20 21:47:00,2024-06-20 23:21:00,E26,B28
32651,UA,1132,DEN,SFO,2024-06-20 19:05:00,2024-06-20 20:37:00,A2,C41
32652,B6,1635,SFO,LGB,2024-06-20 20:11:00,2024-06-20 21:25:00,B33,E8
32653,OO,5418,SFO,ONT,2024-06-20 18:59:00,2024-06-20 20:35:00,C21,D6
32654,UA,498,SFO,SAN,2024-06-20 19:11:00,2024-06-20 20:32:00,C40,B15
32655,OO,5161,SFO,SLC,2024-06-20 19:27:00,2024-06-20 22:06:00,D33,B50
32656,OO,6387,SFO,PSP,2024-06-20 19:21:00,2024-06-20 20:49:00,B11,D40
32657,UA,1726,SFO,LAS,2024-06-20 00:32:00,2024-06-20 01:52:00,C35,E38
32658,AS,337,SFO,SEA,2024-06-20 22:35:00,2024-06-21 00:29:00,D30,A36
32659,WN,3998,LAX,SFO,2024-06-20 19:42:00,2024-06-20 20:46:00,B24,E28
32660,DL,435,JFK,SFO,2024-06-20 19:48:00,2024-06-20 23:29:00,D44,B39
32661,OO,6352,BOI,SFO,2024-06-20 22:28:00,2024-06-20 23:15:00,E35,B43
32662,AA,2411,MIA,SFO,2024-06-20 19:51:00,2024-06-20 22:36:00,C13,D29
32663,B6,277,FLL,SFO,2024-06-20 20:10:00,2024-06-20 23:09:00,B47,B47
32664,OO,5304,ONT,SFO,2024-06-20 20:14:00,2024-06-20 21:30:00,E45,C41
32665,UA,311,SFO,PHX,2024-06-20 22:52:00,2024-06-21 00:40:00,A45,B40
32666,WN,2926,LAS,SFO,2024-06-20 20:01:00,2024-06-20 21:31:00,D18,D48
32667,UA,1087,LAS,SFO,2024-06-20 20:42:00,2024-06-20 22:03:00,B24,B44
32668,AA,1183,DFW,SFO,2024-06-20 20:24:00,2024-06-20 22:00:00,A44,B12
32669,B6,833,BOS,SFO,2024-06-20 20:38:00,2024-06-21 00:11:00,D24,C3
32670,OO,6398,SFO,FAT,2024-06-20 20:23:00,2024-06-20 21:12:00,A10,D45
32671,US,635,SFO,PHX,2024-06-20 20:27:00,2024-06-20 22:22:00,B19,A3
32672,OO,5451,SBP,SFO,2024-06-20 21:39:00,2024-06-20 22:27:00,E27,D35
32673,US,490,PHL,SFO,2024-06-20 20:51:00,2024-06-20 23:50:00,D42,C13
32674,AA,218,SFO,LAX,2024-06-20 20:49:00,2024-06-20 22:10:00,C44,A41
32675,WN,3379,LAS,SFO,2024-06-20 21:00:00,2024-06-20 22:22:00,D11,C22
32676,UA,1033,IAH,SFO,2024-06-20 21:35:00,2024-06-20 23:21:00,D36,B16
32677,UA,1575,HNL,SFO,2024-06-20 21:34:00,2024-06-21 05:32:00,A11,A27
32678,AS,384,PDX,SFO,2024-06-20 21:31:00,2024-06-20 23:35:00,C34,B49
32679,DL,2027,MSP,SFO,2024-06-20 22:27:00,2024-06-21 00:38:00,B21,A14
32680,DL,1085,SFO,DTW,2024-06-20 22:45:00,2024-06-21 05:56:00,C34,B9
32681,OO,5422,SFO,ONT,2024-06-20 23:09:00,2024-06-21 00:31:00,E43,B7
32682,UA,1750,SFO,PIT,2024-06-20 23:06:00,2024-06-21 06:48:00,B28,D47
32683,UA,1247,SFO,BOS,2024-06-20 00:08:00,2024-06-20 08:24:00,D24,C49
32684,UA,1717,SFO,ORD,2024-06-20 00:15:00,2024-06-20 06:04:00,C6,C33
32685,US,2051,SFO,PHL,2024-06-21 00:25:00,2024-06-21 08:15:00,E1,E22
32686,OO,5467,ONT,SFO,2024-06-21 04:52:00,2024-06-21 06:27:00,D9,B40
32687,WN,925,SFO,MKE,2024-06-21 05:52:00,2024-06-21 11:40:00,E3,A42
32688,F9,1107,IAH,SFO,2024-06-21 06:02:00,2024-06-21 08:38:00,B47,B49
32689,UA,1135,IAD,SFO,2024-06-21 05:59:00,2024-06-21 08:31:00,A29,D38
32690,UA,1563,SFO,ORD,2024-06-21 06:01:00,2024-06-21 11:56:00,A7,A36
32691,UA,1946,SFO,BOS,2024-06-21 05:58:00,2024-06-21 14:16:00,A33,D25
32692,OO,5458,SBP,SFO,2024-06-21 06:18:00,2024-06-21 07:11:00,A10,D13
32693,OO,5629,PSP,SFO,2024-06-21 06:26:00,2024-06-21 07:58:00,E5,C34
32694,UA,1449,SFO,LAS,2024-06-21 06:18:00,2024-06-21 07:43:00,A34,D37
32695,AA,1289,SFO,DFW,2024-06-21 06:46:00,2024-06-21 12:07:00,C12,C42
32696,OO,6502,LAS,SFO,2024-06-21 06:39:00,2024-06-21 08:03:00,C35,C25
32697,UA,1111,SFO,EWR,2024-06-21 06:51:00,2024-06-21 15:09:00,E28,D13
32698,DL,854,SFO,DTW,2024-06-21 07:00:00,2024-06-21 14:33:00,C25,C12
32699,VX,350,SFO,BOS,2024-06-21 07:00:00,2024-06-21 15:19:00,E29,A39
32700,OO,5579,SFO,SBA,2024-06-21 06:47:00,2024-06-21 08:06:00,A5,D13
32701,VX,202,SFO,ORD,2024-06-21 07:11:00,2024-06-21 13:15:00,B29,A3
32702,OO,6369,TUS,SFO,2024-06-21 08:22:00,2024-06-21 10:32:00,C15,D41
32703,VX,67,IAD,SFO,2024-06-21 07:22:00,2024-06-21 09:54:00,A46,E36
32704,AS,743,SLC,SFO,2024-06-21 07:20:00,2024-06-21 08:18:00,C14,D20
32705,DL,64,SFO,ATL,2024-06-21 07:32:00,2024-06-21 14:54:00,E5,D20
32706,VX,922,SFO,LAX,2024-06-21 07:24:00,2024-06-21 08:37:00,C17,B2
32707,OO,5398,SFO,SMF,2024-06-21 07:45:00,2024-06-21 08:26:00,C34,B41
32708,UA,1754,FLL,SFO,2024-06-21 08:41:00,2024-06-21 11:35:00,E5,A50
32709,AA,242,SFO,ORD,2024-06-21 07:54:00,2024-06-21 13:54:00,D4,D12
32710,VX,174,SFO,EWR,2024-06-21 08:27:00,2024-06-21 16:31:00,C12,E21
32711,VX,1,SFO,DCA,2024-06-21 07:59:00,2024-06-21 15:49:00,B50,B33
32712,VX,201,ORD,SFO,2024-06-21 07:58:00,2024-06-21 10:23:00,C21,C29
32713,WN,910,PHX,SFO,2024-06-21 08:32:00,2024-06-21 10:28:00,B36,B4
32714,UA,358,AUS,SFO,2024-06-21 07:54:00,2024-06-21 09:22:00,D36,C11
32715,UA,500,IND,SFO,2024-06-21 07:59:00,2024-06-21 09:29:00,A48,D37
32716,OO,6442,SFO,LAX,2024-06-21 08:39:00,2024-06-21 09:55:00,B16,A6
32717,DL,2049,ATL,SFO,2024-06-21 08:10:00,2024-06-21 09:59:00,A4,D27
32718,B6,736,LGB,SFO,2024-06-21 08:14:00,2024-06-21 09:26:00,A40,B28
32719,WN,3667,SFO,SAN,2024-06-21 08:11:00,2024-06-21 09:39:00,A38,A45
32720,US,718,SFO,PHL,2024-06-21 08:20:00,2024-06-21 16:16:00,A14,E41
32721,OO,5640,SFO,SBA,2024-06-21 08:24:00,2024-06-21 09:35:00,D11,C50
32722,UA,1460,SFO,EWR,2024-06-21 08:30:00,2024-06-21 17:11:00,E22,E23
32723,OO,6235,SFO,BUR,2024-06-21 08:33:00,2024-06-21 09:44:00,B15,A37
32724,OO,6382,SFO,BOI,2024-06-21 08:34:00,2024-06-21 11:06:00,B20,D36
32725,UA,1964,SFO,SEA,2024-06-21 18:21:00,2024-06-21 20:21:00,B6,B30
32726,AA,164,SFO,JFK,2024-06-21 08:40:00,2024-06-21 17:05:00,A32,E37
32727,VX,1935,LAX,SFO,2024-06-21 09:26:00,2024-06-21 10:37:00,E46,D29
32728,OO,6484,RNO,SFO,2024-06-21 09:15:00,2024-06-21 10:25:00,C5,C14
32729,UA,1070,BOS,SFO,2024-06-21 10:34:00,2024-06-21 13:54:00,A11,B36
32730,DL,2756,SFO,LAX,2024-06-21 08:59:00,2024-06-21 10:41:00,B26,B10
32731,DL,2305,MSP,SFO,2024-06-21 09:04:00,2024-06-21 11:01:00,C29,E23
32732,OO,5459,SFO,SBP,2024-06-21 08:55:00,2024-06-21 09:59:00,B2,B12
32733,AA,2207,DFW,SFO,2024-06-21 09:00:00,2024-06-21 10:46:00,B8,D16
32734,UA,663,SFO,HNL,2024-06-21 14:16:00,2024-06-21 16:32:00,D4,A32
32735,OO,5307,SMF,SFO,2024-06-21 09:16:00,2024-06-21 10:05:00,C48,B2
32736,US,1901,SFO,PHX,2024-06-21 09:14:00,2024-06-21 11:12:00,A43,E34
32737,OO,6373,SFO,DFW,2024-06-21 09:40:00,2024-06-21 15:35:00,B34,C21
32738,AA,342,SFO,ORD,2024-06-21 09:17:00,2024-06-21 15:14:00,E44,E15
32739,OO,6234,ABQ,SFO,2024-06-21 09:31:00,2024-06-21 11:21:00,E25,C6
32740,VX,1355,BOS,SFO,2024-06-21 10:35:00,2024-06-21 13:58:00,E15,B34
32741,US,672,PHL,SFO,2024-06-21 10:20:00,2024-06-21 13:22:00,B21,A23
32742,OO,6286,SBA,SFO,2024-06-21 10:17:00,2024-06-21 11:22:00,E46,D34
32743,WN,3756,SAN,SFO,2024-06-21 10:25:00,2024-06-21 11:47:00,C31,D22
32744,B6,534,SFO,BOS,2024-06-21 10:26:00,2024-06-21 18:44:00,B24,C46
32745,AA,179,JFK,SFO,2024-06-21 10:23:00,2024-06-21 13:24:00,C44,B19
32746,VX,23,JFK,SFO,2024-06-21 10:26:00,2024-06-21 13:48:00,B8,E30
32747,OO,5196,SLC,SFO,2024-06-21 10:25:00,2024-06-21 11:33:00,D38,D12
32748,OO,5646,SFO,SBA,2024-06-21 10:42:00,2024-06-21 11:56:00,A1,C10
32749,OO,5454,SFO,SMF,2024-06-21 10:35:00,2024-06-21 11:16:00,D25,A34
32750,UA,1684,ORD,SFO,2024-06-21 10:43:00,2024-06-21 13:10:00,D31,B30
32751,UA,223,SFO,DEN,2024-06-21 10:36:00,2024-06-21 13:48:00,B27,C19
32752,OO,5374,ONT,SFO,2024-06-21 10:32:00,2024-06-21 11:48:00,D38,B47
32753,OO,6404,EUG,SFO,2024-06-21 10:33:00,2024-06-21 11:59:00,A47,E12
32754,UA,1207,SAN,SFO,2024-06-21 10:48:00,2024-06-21 12:32:00,A11,D29
32755,UA,309,SFO,IAD,2024-06-21 10:45:00,2024-06-21 18:39:00,C42,C19
32756,US,747,SFO,CLT,2024-06-21 10:56:00,2024-06-21 18:40:00,E5,A17
32757,UA,1748,SFO,SEA,2024-06-21 12:51:00,2024-06-21 14:45:00,C34,A8
32758,DL,1680,ATL,SFO,2024-06-21 11:13:00,2024-06-21 12:59:00,C6,D23
32759,DL,2375,SLC,SFO,2024-06-21 11:07:00,2024-06-21 12:03:00,A2,E26
32760,VX,924,SFO,LAX,2024-06-21 11:02:00,2024-06-21 12:16:00,E31,A38
32761,AA,1145,SFO,ORD,2024-06-21 11:08:00,2024-06-21 17:29:00,D24,E24
32762,OO,5187,SNA,SFO,2024-06-21 11:30:00,2024-06-21 12:58:00,C13,C16
32763,VX,204,SFO,ORD,2024-06-21 11:31:00,2024-06-21 17:35:00,C46,B27
32764,DL,1151,MSP,SFO,2024-06-21 11:42:00,2024-06-21 13:33:00,A5,D22
32765,WN,2954,SFO,PHX,2024-06-21 12:30:00,2024-06-21 14:25:00,C41,E32
32766,OO,5591,PHX,SFO,2024-06-21 11:51:00,2024-06-21 13:45:00,D12,A49
32767,DL,61,SFO,ATL,2024-06-21 12:04:00,2024-06-21 19:21:00,C28,E21
32768,UA,766,JFK,SFO,2024-06-21 12:13:00,2024-06-21 15:18:00,A27,C45
32769,UA,209,SEA,SFO,2024-06-21 12:33:00,2024-06-21 14:35:00,A45,C26
32770,UA,353,PDX,SFO,2024-06-21 13:15:00,2024-06-21 14:50:00,A7,B6
32771,DL,2621,DTW,SFO,2024-06-21 12:14:00,2024-06-21 14:10:00,A41,D12
32772,OO,6286,SFO,RNO,2024-06-21 14:28:00,2024-06-21 15:19:00,D27,C16
32773,B6,1435,SFO,LGB,2024-06-21 12:54:00,2024-06-21 14:08:00,B1,D32
32774,WN,1009,PHX,SFO,2024-06-21 12:37:00,2024-06-21 14:26:00,A25,E44
32775,OO,6476,AUS,SFO,2024-06-21 13:10:00,2024-06-21 14:55:00,D46,D34
32776,OO,5400,ONT,SFO,2024-06-21 12:49:00,2024-06-21 14:12:00,C22,D8
32777,UA,1273,SFO,OGG,2024-06-21 13:06:00,2024-06-21 15:23:00,E7,B27
32778,WN,772,MDW,SFO,2024-06-21 13:01:00,2024-06-21 15:33:00,E36,B11
32779,VX,251,LAS,SFO,2024-06-21 12:50:00,2024-06-21 14:10:00,D38,A20
32780,UA,300,SFO,HNL,2024-06-21 16:08:00,2024-06-21 18:10:00,C49,A4
32781,UA,1499,SEA,SFO,2024-06-21 13:17:00,2024-06-21 15:18:00,D25,D17
32782,VX,24,SFO,JFK,2024-06-21 13:22:00,2024-06-21 21:57:00,E12,C6
32783,AA,259,SFO,DFW,2024-06-21 13:51:00,2024-06-21 19:15:00,C13,C33
32784,WN,4662,LAX,SFO,2024-06-21 14:20:00,2024-06-21 15:42:00,C18,D24
32785,OO,6287,LAX,SFO,2024-06-21 14:10:00,2024-06-21 15:28:00,D1,E40
32786,UA,257,JFK,SFO,2024-06-21 14:00:00,2024-06-21 17:08:00,A10,B43
32787,OO,6409,SFO,PDX,2024-06-21 14:33:00,2024-06-21 16:12:00,C32,C6
32788,OO,6360,SMX,SFO,2024-06-21 14:04:00,2024-06-21 15:04:00,B38,C25
32789,UA,1564,SFO,LAS,2024-06-21 14:47:00,2024-06-21 16:15:00,B12,C41
32790,VX,1354,SFO,BOS,2024-06-21 14:43:00,2024-06-21 23:07:00,E8,D17
32791,UA,1187,BOS,SFO,2024-06-21 15:33:00,2024-06-21 19:08:00,B2,D30
32792,UA,217,SFO,EWR,2024-06-21 15:04:00,2024-06-21 23:18:00,E23,E37
32793,DL,1593,MSP,SFO,2024-06-21 15:02:00,2024-06-21 16:54:00,A48,B23
32794,DL,2105,SFO,MSP,2024-06-21 15:11:00,2024-06-21 20:22:00,B33,D43
32795,AA,20,SFO,JFK,2024-06-21 15:18:00,2024-06-21 23:30:00,C45,C47
32796,VX,715,DAL,SFO,2024-06-21 15:37:00,2024-06-21 17:13:00,E33,B28
32797,DL,1880,ATL,SFO,2024-06-21 15:21:00,2024-06-21 17:19:00,A39,D43
32798,US,477,SFO,PHX,2024-06-21 15:52:00,2024-06-21 17:46:00,D42,E47
32799,UA,1197,ANC,SFO,2024-06-21 19:27:00,2024-06-22 00:57:00,C44,A47
32800,UA,746,SFO,LAS,2024-06-21 15:45:00,2024-06-21 17:15:00,B36,C11
32801,DL,2040,SFO,JFK,2024-06-21 16:14:00,2024-06-22 00:21:00,B41,D37
32802,WN,772,SFO,PHX,2024-06-21 16:16:00,2024-06-21 18:06:00,A19,E30
32803,F9,1365,PHX,SFO,2024-06-21 15:56:00,2024-06-21 17:47:00,B47,D39
32804,OO,5655,SFO,AUS,2024-06-21 16:26:00,2024-06-21 21:51:00,A39,B16
32805,B6,633,BOS,SFO,2024-06-21 16:12:00,2024-06-21 19:43:00,E14,D44
32806,WN,4393,LAS,SFO,2024-06-21 16:18:00,2024-06-21 17:48:00,A3,A16
32807,WN,4646,SAN,SFO,2024-06-21 16:40:00,2024-06-21 17:59:00,D40,A3
32808,OO,6440,SFO,RNO,2024-06-21 16:22:00,2024-06-21 17:13:00,D5,E7
32809,AA,209,LAX,SFO,2024-06-21 16:24:00,2024-06-21 17:38:00,B21,B49
32810,VX,923,LAX,SFO,2024-06-21 16:40:00,2024-06-21 17:41:00,D8,D21
32811,UA,564,MCO,SFO,2024-06-21 16:41:00,2024-06-21 19:12:00,B33,B36
32812,B6,915,JFK,SFO,2024-06-21 16:28:00,2024-06-21 20:55:00,D27,E24
32813,DL,2349,SFO,SLC,2024-06-21 16:41:00,2024-06-21 19:13:00,A37,D14
32814,UA,502,SFO,JFK,2024-06-21 16:57:00,2024-06-22 00:57:00,C16,E23
32815,UA,529,SNA,SFO,2024-06-21 16:26:00,2024-06-21 17:47:00,E48,B39
32816,VX,746,SFO,SEA,2024-06-21 16:34:00,2024-06-21 18:21:00,A13,E2
32817,UA,427,SFO,OGG,2024-06-21 17:25:00,2024-06-21 19:37:00,C40,E7
32818,UA,1681,SFO,PDX,2024-06-21 17:16:00,2024-06-21 18:55:00,D50,D8
32819,UA,355,ORD,SFO,2024-06-21 16:52:00,2024-06-21 19:21:00,B6,A33
32820,AA,2352,SFO,DFW,2024-06-21 16:58:00,2024-06-21 22:15:00,A13,C34
32821,VX,963,SAN,SFO,2024-06-21 17:02:00,2024-06-21 18:23:00,D36,E15
32822,DL,2760,LAX,SFO,2024-06-21 17:34:00,2024-06-21 18:58:00,D4,A18
32823,OO,6268,FAT,SFO,2024-06-21 17:42:00,2024-06-21 18:32:00,E34,A46
32824,AS,337,PSP,SFO,2024-06-21 17:05:00,2024-06-21 18:40:00,E19,A42
32825,UA,1422,DEN,SFO,2024-06-21 17:47:00,2024-06-21 19:20:00,E21,E21
32826,VX,720,SFO,DAL,2024-06-21 17:22:00,2024-06-21 22:49:00,C41,D33
32827,VX,936,SFO,LAX,2024-06-21 17:52:00,2024-06-21 19:04:00,A20,D42
32828,OO,6407,SFO,SNA,2024-06-21 17:38:00,2024-06-21 19:07:00,D5,E11
32829,OO,6352,BOI,SFO,2024-06-21 17:40:00,2024-06-21 18:29:00,C1,B26
32830,DL,1505,MSP,SFO,2024-06-21 17:42:00,2024-06-21 19:38:00,C34,A43
32831,UA,340,IAD,SFO,2024-06-21 18:05:00,2024-06-21 20:38:00,C12,D50
32832,OO,6294,MFR,SFO,2024-06-21 17:48:00,2024-06-21 19:11:00,D4,D8
32833,WN,842,SNA,SFO,2024-06-21 18:24:00,2024-06-21 19:32:00,C9,C4
32834,UA,1935,EWR,SFO,2024-06-21 18:20:00,2024-06-21 21:33:00,E41,C43
32835,WN,407,SFO,SAN,2024-06-21 22:18:00,2024-06-21 23:54:00,D37,B7
32836,UA,743,ORD,SFO,2024-06-21 18:23:00,2024-06-21 21:00:00,E50,B43
32837,VX,918,SFO,LAS,2024-06-21 18:00:00,2024-06-21 19:24:00,B16,D23
32838,UA,1534,BOS,SFO,2024-06-21 19:48:00,2024-06-21 23:16:00,A46,A1
32839,OO,6252,EUG,SFO,2024-06-21 18:41:00,2024-06-21 20:09:00,E17,E15
32840,DL,431,JFK,SFO,2024-06-21 18:39:00,2024-06-21 22:01:00,A8,B27
32841,OO,5631,SFO,BUR,2024-06-21 18:16:00,2024-06-21 19:30:00,E23,E13
32842,DL,952,SFO,MSP,2024-06-21 18:25:00,2024-06-21 23:32:00,C16,D48
32843,AS,386,PDX,SFO,2024-06-21 18:23:00,2024-06-21 20:06:00,E47,D37
32844,UA,833,CLE,SFO,2024-06-21 20:17:00,2024-06-21 22:37:00,C3,C24
32845,F9,668,SFO,DEN,2024-06-21 18:34:00,2024-06-21 21:52:00,E16,B19
32846,UA,480,RDU,SFO,2024-06-21 18:55:00,2024-06-21 21:15:00,C40,B47
32847,VX,29,JFK,SFO,2024-06-21 18:52:00,2024-06-21 23:00:00,E18,E12
32848,UA,574,ORD,SFO,2024-06-21 19:44:00,2024-06-21 22:45:00,A38,C24
32849,UA,394,SFO,LAS,2024-06-21 19:22:00,2024-06-21 20:55:00,D26,A32
32850,AS,337,SFO,SEA,2024-06-21 19:34:00,2024-06-21 21:17:00,D6,A33
32851,UA,234,SEA,SFO,2024-06-21 19:39:00,2024-06-21 21:46:00,B8,C30
32852,VX,942,SFO,LAX,2024-06-21 19:39:00,2024-06-21 21:15:00,D30,A8
32853,UA,1666,BOS,SFO,2024-06-21 19:55:00,2024-06-21 23:18:00,A38,A47
32854,B6,2689,LAS,SFO,2024-06-21 20:20:00,2024-06-21 21:50:00,B31,D7
32855,VX,945,LAX,SFO,2024-06-21 20:50:00,2024-06-21 21:55:00,B26,A28
32856,B6,277,FLL,SFO,2024-06-21 20:01:00,2024-06-21 22:41:00,A6,D27
32857,WN,503,SFO,SNA,2024-06-21 20:09:00,2024-06-21 21:30:00,A3,A14
32858,F9,663,DEN,SFO,2024-06-21 20:26:00,2024-06-21 21:55:00,D31,E40
32859,OO,6232,MRY,SFO,2024-06-21 20:09:00,2024-06-21 20:49:00,B28,A19
32860,US,475,CLT,SFO,2024-06-21 20:04:00,2024-06-21 22:27:00,A40,C18
32861,WN,2959,SFO,LAS,2024-06-21 19:58:00,2024-06-21 21:13:00,D39,E11
32862,OO,6441,SFO,BUR,2024-06-21 20:07:00,2024-06-21 21:24:00,C26,A9
32863,WN,135,SFO,DEN,2024-06-21 20:11:00,2024-06-21 23:22:00,C44,E16
32864,WN,211,PHX,SFO,2024-06-21 20:32:00,2024-06-21 22:27:00,A12,C11
32865,WN,4731,MDW,SFO,2024-06-21 20:26:00,2024-06-21 23:05:00,B8,A24
32866,WN,4824,LAX,SFO,2024-06-21 21:02:00,2024-06-21 22:07:00,C36,C10
32867,AA,1183,DFW,SFO,2024-06-21 20:55:00,2024-06-21 22:23:00,B21,A20
32868,UA,1023,EWR,SFO,2024-06-21 21:47:00,2024-06-22 01:53:00,C8,A27
32869,AA,1226,LAX,SFO,2024-06-21 20:27:00,2024-06-21 21:43:00,E30,E38
32870,UA,1187,SFO,EWR,2024-06-21 20:50:00,2024-06-22 04:47:00,D42,A16
32871,OO,5555,SFO,ACV,2024-06-21 20:56:00,2024-06-21 22:03:00,E9,C39
32872,VX,964,SFO,SAN,2024-06-21 20:59:00,2024-06-21 22:25:00,D46,B37
32873,DL,2780,SFO,LAX,2024-06-21 21:06:00,2024-06-21 22:27:00,C50,D20
32874,B6,1636,LGB,SFO,2024-06-21 21:05:00,2024-06-21 22:21:00,D33,B27
32875,AS,744,SFO,SLC,2024-06-21 21:20:00,2024-06-21 23:51:00,D9,B50
32876,UA,564,SFO,LAX,2024-06-21 21:25:00,2024-06-21 23:16:00,C5,A26
32877,VX,358,SFO,BOS,2024-06-21 21:29:00,2024-06-22 05:54:00,E9,E16
32878,DL,1727,DTW,SFO,2024-06-21 21:58:00,2024-06-21 23:41:00,A40,C47
32879,UA,1687,IAH,SFO,2024-06-21 22:11:00,2024-06-21 23:48:00,E16,C39
32880,US,434,SFO,PHL,2024-06-21 21:53:00,2024-06-22 05:52:00,E9,E34
32881,WN,442,DEN,SFO,2024-06-21 22:37:00,2024-06-22 00:04:00,C50,D49
32882,UA,401,SFO,CLE,2024-06-21 22:24:00,2024-06-22 05:37:00,A30,E28
32883,DL,1085,SFO,DTW,2024-06-21 22:44:00,2024-06-22 06:02:00,A50,C24
32884,OO,6338,SFO,LAS,2024-06-21 22:43:00,2024-06-22 00:10:00,B47,A43
32885,DL,1928,SFO,CVG,2024-06-21 23:33:00,2024-06-22 06:37:00,D39,D20
32886,DL,2521,SFO,JFK,2024-06-21 23:24:00,2024-06-22 07:33:00,A45,E19
32887,UA,1521,SFO,SEA,2024-06-21 00:02:00,2024-06-21 01:50:00,C23,A37
32888,UA,362,SFO,ORD,2024-06-21 23:49:00,2024-06-22 05:29:00,E48,C45
32889,US,2051,SFO,PHL,2024-06-22 00:30:00,2024-06-22 08:38:00,A32,B37
32890,OO,5467,ONT,SFO,2024-06-22 05:06:00,2024-06-22 06:25:00,C1,C41
32891,UA,1577,SFO,ORD,2024-06-22 05:40:00,2024-06-22 11:52:00,E16,D40
32892,UA,1748,EWR,SFO,2024-06-22 05:45:00,2024-06-22 08:46:00,D12,C29
32893,US,610,SFO,PHX,2024-06-22 06:00:00,2024-06-22 07:46:00,E35,C20
32894,WN,925,SFO,MKE,2024-06-22 06:14:00,2024-06-22 12:21:00,A48,C20
32895,F9,1107,IAH,SFO,2024-06-22 05:54:00,2024-06-22 07:44:00,B5,C28
32896,OO,6235,AUS,SFO,2024-06-22 06:00:00,2024-06-22 07:58:00,C24,C14
32897,UA,1583,ORD,SFO,2024-06-22 06:11:00,2024-06-22 08:34:00,D13,B1
32898,DL,2566,SFO,MSP,2024-06-22 06:19:00,2024-06-22 11:52:00,D23,C41
32899,UA,1586,SFO,ORD,2024-06-22 06:35:00,2024-06-22 12:45:00,C5,C17
32900,AS,311,PSP,SFO,2024-06-22 06:27:00,2024-06-22 07:54:00,E48,A27
32901,UA,1440,LAS,SFO,2024-06-22 06:42:00,2024-06-22 08:12:00,A38,B20
32902,B6,15,JFK,SFO,2024-06-22 08:33:00,2024-06-22 11:50:00,C14,D4
32903,VX,922,SFO,LAX,2024-06-22 06:48:00,2024-06-22 08:05:00,C45,E26
32904,UA,1960,PDX,SFO,2024-06-22 06:48:00,2024-06-22 08:41:00,C14,D44
32905,AA,208,SFO,MIA,2024-06-22 18:34:00,2024-06-23 02:54:00,D28,C28
32906,DL,2755,LAX,SFO,2024-06-22 07:12:00,2024-06-22 08:45:00,D37,C39
32907,UA,1957,BOS,SFO,2024-06-22 07:14:00,2024-06-22 10:49:00,B42,B39
32908,UA,1751,MCO,SFO,2024-06-22 07:13:00,2024-06-22 09:57:00,C33,E3
32909,AA,24,SFO,JFK,2024-06-22 07:22:00,2024-06-22 15:44:00,A18,C2
32910,AA,167,MIA,SFO,2024-06-22 07:12:00,2024-06-22 10:04:00,E41,D20
32911,US,1791,SFO,CLT,2024-06-22 07:10:00,2024-06-22 15:47:00,B2,E36
32912,WN,1103,SFO,PHX,2024-06-22 07:13:00,2024-06-22 09:01:00,C40,A7
32913,OO,6369,TUS,SFO,2024-06-22 07:16:00,2024-06-22 09:26:00,C42,D35
32914,AA,1145,ORD,SFO,2024-06-22 07:29:00,2024-06-22 10:11:00,E13,B15
32915,OO,6307,MSP,SFO,2024-06-22 07:17:00,2024-06-22 11:09:00,B38,A47
32916,UA,1034,SFO,IAH,2024-06-22 07:23:00,2024-06-22 13:12:00,C27,B48
32917,VX,740,SFO,SEA,2024-06-22 07:29:00,2024-06-22 09:25:00,C31,E35
32918,OO,5603,PHX,SFO,2024-06-22 07:47:00,2024-06-22 09:48:00,A20,B16
32919,UA,577,SFO,EWR,2024-06-22 08:11:00,2024-06-22 16:20:00,A32,B26
32920,B6,2288,SFO,LAS,2024-06-22 07:55:00,2024-06-22 09:24:00,C9,A43
32921,UA,358,AUS,SFO,2024-06-22 09:56:00,2024-06-22 11:26:00,C45,D4
32922,VX,201,ORD,SFO,2024-06-22 07:54:00,2024-06-22 10:25:00,C19,A35
32923,UA,710,SFO,DEN,2024-06-22 08:03:00,2024-06-22 11:36:00,C11,D25
32924,UA,761,ORD,SFO,2024-06-22 08:32:00,2024-06-22 10:48:00,A20,C25
32925,DL,2049,ATL,SFO,2024-06-22 08:07:00,2024-06-22 09:59:00,E23,C21
32926,UA,322,SNA,SFO,2024-06-22 08:12:00,2024-06-22 09:45:00,E13,E10
